书号	中文名	译名	作者	译者	用户名	评级	日期	helpful vote	标题	内容
16	孙子兵法	The Art of War	孙子	Brace E. Barber	TONY  MORPHETT	5.0	2014年3月4日 在美国审核	0	The Art of War Sun Tzu	This is well known as the classic text on the subject of both war and business.  There's much wisdom here and you don't have to be a corporate psychopath to appreciate it.  Tony Morphett
16	孙子兵法	The Art of War	孙子	Brace E. Barber	kindled	3.0	2011年2月7日 在美国审核	0	Not great	I was expecting this book to be more interesting than it was.  I had just read The Prince by Machiavelli and really enjoyed it, but The Art of War was just less interesting in my opinion.  The most memorable part is early on when Sunzi demonstrates his leadership by training the king's concubines to obey the orders of a general.  That story is definitely worth a look.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Dana Benson	3.0	2016年10月25日 在美国审核	0	Doesn't look like a lot of work went into making this	I was expecting more from this book. Doesn't look like a lot of work went into making this.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	4.0	2011年2月9日 在美国审核	1	great classic	I love this book. It basically tells you how to win at war and it is fun just to read, but it is especially good if you want to win at something. It doesn't have to be war. Anything that requires strategy. It has much wisdom. I do have complaints though. In this print of it, there are far too many notes. one fellow said that this was the footnotes. That is not true. There is a ton of notes put in at the beginning, though, (many pages) so I can see how someone could make that mistake. It is a great book over all, but it doesn't need nearly as many notes as it has.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	1.0	2014年4月10日 在美国审核	0	look somewhere else	The "translator" decided to spend most of his time creating his own content and offering a self serving history lesson rather than just letting the text work as it has for centuries.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Electric Avenue Consumer	5.0	2008年2月21日 在美国审核	0	Not just Master Sun.....	There are translations about other masters and theologists about what the words Master Sun was saying, not just Master Suns words alone. This is not just a guide to waging warfare, but to corperate life, everyday life, and every aspect fo day to day living. This is deep Taoist philosophy, so prepare to be enlightened! A true timeless classic.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	M. Paul	5.0	2015年6月9日 在美国审核	0	This is a great book. The advice is timeless and not always ...	This is a great book. The advice is timeless and not always what you'd first expect. It has stood well through time and most translations.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Jerry D. Cozby	5.0	2014年9月23日 在美国审核	0	Mandatory military read. All those who have served, ...	Mandatory military read. All those who have served, will serve, and are serving, regardless of rank should add this to your professional materials and read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Rod-Librarian	5.0	2012年5月29日 在美国审核	0	Essential Mind Reading	The book is really presented in a beautiful format. Nice Book- For Library- But, The reading can change your tactic about life in General- A Must Read - Over & Over & Over Rodney- McAllen-Texas
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Michelle L.	5.0	2016年1月10日 在美国审核	0	Classic	Everyone should read this book at some point in their lives.  Even just one page if that's all you have time for.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Steve Sommers	3.0	2008年4月17日 在美国审核	17	Not as Profound as You Think	If you know anything about the Art of War it's from quotations taken out of context that seem to say something and seem to be profound.  The idea is that actual war is a metaphor for the conflicts that one encounters in life and that the advice and tactics are just as applicable. Not really. This is a book about medieval Chinese warfare and by and large most of it is about precisely that, maybe ninety five percent.  If you want to find out how to get good at business, read a business book.  And if you want to get good at life, maybe get a self-help book.  If you are mostly interested in the history of the era, this is it.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	04Term	5.0	2017年11月30日 在美国审核	0	Five Stars	Great book.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Jmmy Pockets	4.0	2018年11月14日 在美国审核	0	RED LIGHT MOOD	ON A 2006 FORD MUSTANG, YOU MUST REMOVE CLEAR LENSE AND SHOVE INTO SOCKET. LIGHTS STAYED ON DIMMLY AT FIRST, BUT MY CAR FIXES HERSELF.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Tonyas1234	5.0	2017年10月5日 在美国审核	0	Five Stars	Interesting Read.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Amazon Customer	5.0	2017年11月3日 在美国审核	0	Good read	Good price.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	D. Joseph	5.0	2017年4月20日 在美国审核	0	Five Stars	can be applied to real life situations
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Diva	4.0	2013年3月23日 在美国审核	1	This Version Had some errors	Some translation issues in this I think but you still get a good sense of the book. I have read it in 3 other versions and this is not my favorite.
16	孙子兵法	The Art of War	孙子	Brace E. Barber	Vivian	5.0	2015年10月7日 在美国审核	0	Im going to read it over and over.	This is just that stategies for war. I liked it because it gave me different look at any kind of conflict and what I need to consider prior to everyday conflicts.
